DEBUG - 2015-02-12 11:16:32.026; [qtp524450165-15] org.eclipse.jetty.http.HttpParser.parseNext(HttpParser.java:281); filled 337/337
INFO  - 2015-02-12 11:16:32.174; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/extraction/lib/xz-1.0.jar' to classloader
INFO  - 2015-02-12 11:16:32.175; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/dist/solr-cell-4.7.2.jar' to classloader
INFO  - 2015-02-12 11:16:32.176; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/clustering/lib/attributes-binder-1.2.0.jar' to classloader
INFO  - 2015-02-12 11:16:32.177; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/clustering/lib/carrot2-mini-3.8.0.jar' to classloader
INFO  - 2015-02-12 11:16:32.177; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/clustering/lib/hppc-0.5.2.jar' to classloader
INFO  - 2015-02-12 11:16:32.177; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/clustering/lib/jackson-core-asl-1.9.13.jar' to classloader
INFO  - 2015-02-12 11:16:32.177; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/clustering/lib/jackson-mapper-asl-1.9.13.jar' to classloader
INFO  - 2015-02-12 11:16:32.178; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/clustering/lib/mahout-collections-1.0.jar' to classloader
INFO  - 2015-02-12 11:16:32.178; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/clustering/lib/mahout-math-0.6.jar' to classloader
INFO  - 2015-02-12 11:16:32.178; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/clustering/lib/simple-xml-2.7.jar' to classloader
INFO  - 2015-02-12 11:16:32.179; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/dist/solr-clustering-4.7.2.jar' to classloader
INFO  - 2015-02-12 11:16:32.180; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/langid/lib/jsonic-1.2.7.jar' to classloader
INFO  - 2015-02-12 11:16:32.181; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/langid/lib/langdetect-1.1-20120112.jar' to classloader
INFO  - 2015-02-12 11:16:32.182; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/dist/solr-langid-4.7.2.jar' to classloader
INFO  - 2015-02-12 11:16:32.183; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/velocity/lib/commons-beanutils-1.7.0.jar' to classloader
INFO  - 2015-02-12 11:16:32.184; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/velocity/lib/commons-collections-3.2.1.jar' to classloader
INFO  - 2015-02-12 11:16:32.185; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/velocity/lib/velocity-1.7.jar' to classloader
INFO  - 2015-02-12 11:16:32.185; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/contrib/velocity/lib/velocity-tools-2.0.jar' to classloader
INFO  - 2015-02-12 11:16:32.186; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.SolrResourceLoader.replaceClassLoader(SolrResourceLoader.java:208); Adding 'file:/Users/zlq/Servers/solr/solr-4.7.2-cloud-1-shard-2-replica/solr-4.7.2-8984/dist/solr-velocity-4.7.2.jar' to classloader
DEBUG - 2015-02-12 11:16:32.246; [qtp524450165-15 - /solr/admin/cores] org.eclipse.jetty.webapp.WebAppClassLoader.loadClass(WebAppClassLoader.java:439); loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
TRACE - 2015-02-12 11:16:32.247; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.Config.getNode(Config.java:255); solrconfig.xml:luceneMatchVersion=[luceneMatchVersion: null]
DEBUG - 2015-02-12 11:16:32.247; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.Config.getVal(Config.java:367); solrconfig.xml luceneMatchVersion=4.7
DEBUG - 2015-02-12 11:16:32.249; [qtp524450165-15 - /solr/admin/cores] org.eclipse.jetty.webapp.WebAppClassLoader.loadClass(WebAppClassLoader.java:439); loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2015-02-12 11:16:32.250; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.Config.getNode(Config.java:246); solrconfig.xml missing optional indexDefaults
DEBUG - 2015-02-12 11:16:32.251; [qtp524450165-15 - /solr/admin/cores] org.eclipse.jetty.webapp.WebAppClassLoader.loadClass(WebAppClassLoader.java:439); loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2015-02-12 11:16:32.252; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.Config.getNode(Config.java:246); solrconfig.xml missing optional mainIndex
DEBUG - 2015-02-12 11:16:32.253; [qtp524450165-15 - /solr/admin/cores] org.eclipse.jetty.webapp.WebAppClassLoader.loadClass(WebAppClassLoader.java:439); loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
TRACE - 2015-02-12 11:16:32.254; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.Config.getNode(Config.java:255); solrconfig.xml:indexConfig=[indexConfig: null]
DEBUG - 2015-02-12 11:16:32.255; [qtp524450165-15 - /solr/admin/cores] org.eclipse.jetty.webapp.WebAppClassLoader.loadClass(WebAppClassLoader.java:439); loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
DEBUG - 2015-02-12 11:16:32.256; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.Config.getNode(Config.java:246); solrconfig.xml missing optional indexConfig/nrtMode
DEBUG - 2015-02-12 11:16:32.257; [qtp524450165-15 - /solr/admin/cores] org.eclipse.jetty.webapp.WebAppClassLoader.loadClass(WebAppClassLoader.java:439); loaded class com.sun.org.apache.xml.internal.dtm.ref.DTMManagerDefault from null
TRACE - 2015-02-12 11:16:32.258; [qtp524450165-15 - /solr/admin/cores] org.apache.solr.core.Config.getNode(Config.java:255); solrconfig.xml:indexConfig=[indexConfig: null]
